|       t |         S |         I |         R |
|       0 |       300 |       100 |         0 |
|     0.1 |       270 |       120 |        10 |
|     0.2 |     238.1 |     140.4 |      21.5 |
|     0.3 |   205.746 |   159.789 |    34.465 |
|     0.4 |   174.593 |   176.686 |   48.7207 |
|     0.5 |   146.181 |   189.866 |   63.9533 |
|     0.6 |   121.624 |   198.634 |   79.7422 |
|     0.7 |   101.452 |   202.929 |   95.6185 |
|     0.8 |   85.6456 |   203.224 |    111.13 |
|     0.9 |   73.7969 |   200.307 |   125.896 |
|       1 |   65.3097 |   195.058 |   139.632 |
|     1.1 |   59.5521 |   188.291 |   152.156 |
|     1.2 |   55.9468 |   180.675 |   163.378 |
|     1.3 |   54.0074 |   172.716 |   173.276 |
|     1.4 |   53.3433 |   164.772 |   181.884 |
|     1.5 |    53.648 |   157.085 |   189.267 |
|     1.6 |   54.6841 |   149.804 |   195.512 |
|     1.7 |   56.2678 |   143.015 |   200.717 |
|     1.8 |   58.2565 |   136.761 |   204.983 |
|     1.9 |   60.5385 |   131.052 |    208.41 |
|       2 |   63.0253 |    125.88 |   211.094 |
|     2.1 |   65.6463 |   121.226 |   213.128 |
|     2.2 |   68.3447 |   117.061 |   214.594 |
|     2.3 |   71.0739 |   113.356 |    215.57 |
|     2.4 |   73.7957 |   110.077 |   216.127 |
|     2.5 |   76.4789 |   107.192 |   216.329 |
|     2.6 |   79.0974 |   104.671 |   216.232 |
|     2.7 |   81.6298 |   102.483 |   215.887 |
|     2.8 |   84.0584 |   100.601 |   215.341 |
|     2.9 |   86.3692 |   98.9968 |   214.634 |
|       3 |   88.5506 |   97.6474 |   213.802 |
|     3.1 |    90.594 |   96.5294 |   212.877 |
|     3.2 |   92.4928 |   95.6214 |   211.886 |
|     3.3 |   94.2428 |   94.9036 |   210.854 |
|     3.4 |   95.8415 |   94.3572 |   209.801 |
|     3.5 |   97.2882 |   93.9648 |   208.747 |
|     3.6 |   98.5839 |     93.71 |   207.706 |
|     3.7 |   99.7309 |   93.5773 |   206.692 |
|     3.8 |   100.733 |   93.5521 |   205.715 |
|     3.9 |   101.595 |   93.6207 |   204.784 |
|       4 |   102.323 |     93.77 |   203.907 |
|     4.1 |   102.923 |   93.9878 |   203.089 |
|     4.2 |   103.404 |   94.2626 |   202.333 |
|     4.3 |   103.774 |   94.5835 |   201.643 |
|     4.4 |   104.041 |   94.9404 |   201.019 |
|     4.5 |   104.214 |    95.324 |   200.462 |
|     4.6 |   104.303 |   95.7257 |   199.971 |
|     4.7 |   104.317 |   96.1376 |   199.545 |
|     4.8 |   104.265 |   96.5526 |   199.182 |
|     4.9 |   104.157 |   96.9645 |   198.878 |
|       5 |   104.002 |   97.3676 |   198.631 |
|     5.1 |   103.807 |   97.7572 |   198.436 |
|     5.2 |   103.581 |   98.1294 |    198.29 |
|     5.3 |   103.331 |   98.4808 |   198.188 |
|     5.4 |   103.064 |   98.8088 |   198.127 |
|     5.5 |   102.787 |   99.1116 |   198.101 |
|     5.6 |   102.505 |   99.3878 |   198.108 |
|     5.7 |   102.222 |   99.6368 |   198.141 |
|     5.8 |   101.944 |   99.8582 |   198.198 |
|     5.9 |   101.674 |   100.052 |   198.273 |
|       6 |   101.415 |    100.22 |   198.365 |
|     6.1 |    101.17 |   100.362 |   198.469 |
|     6.2 |   100.939 |   100.479 |   198.582 |
|     6.3 |   100.726 |   100.573 |     198.7 |
|     6.4 |   100.531 |   100.646 |   198.823 |
|     6.5 |   100.354 |     100.7 |   198.946 |
|     6.6 |   100.196 |   100.736 |   199.069 |
|     6.7 |   100.056 |   100.755 |   199.189 |
|     6.8 |   99.9341 |   100.761 |   199.305 |
|     6.9 |   99.8299 |   100.754 |   199.416 |
|       7 |   99.7424 |   100.737 |   199.521 |
|     7.1 |   99.6707 |   100.711 |   199.618 |
|     7.2 |   99.6136 |   100.678 |   199.708 |
|     7.3 |   99.5702 |   100.639 |   199.791 |
|     7.4 |    99.539 |   100.596 |   199.865 |
|     7.5 |   99.5191 |   100.549 |   199.931 |
|     7.6 |   99.5091 |   100.501 |    199.99 |
|     7.7 |   99.5078 |   100.452 |    200.04 |
|     7.8 |   99.5141 |   100.402 |   200.084 |
|     7.9 |   99.5268 |   100.354 |    200.12 |
|       8 |   99.5449 |   100.306 |   200.149 |
|     8.1 |   99.5674 |    100.26 |   200.172 |
|     8.2 |   99.5934 |   100.217 |    200.19 |
|     8.3 |   99.6219 |   100.176 |   200.202 |
|     8.4 |   99.6522 |   100.138 |   200.209 |
|     8.5 |   99.6837 |   100.104 |   200.213 |
|     8.6 |   99.7156 |   100.072 |   200.212 |
|     8.7 |   99.7475 |   100.043 |   200.209 |
|     8.8 |   99.7789 |   100.018 |   200.203 |
|     8.9 |   99.8093 |   99.9961 |   200.195 |
|       9 |   99.8385 |    99.977 |   200.184 |
|     9.1 |   99.8662 |   99.9609 |   200.173 |
|     9.2 |   99.8921 |   99.9475 |    200.16 |
|     9.3 |   99.9162 |   99.9367 |   200.147 |
|     9.4 |   99.9382 |   99.9283 |   200.133 |
|     9.5 |   99.9582 |   99.9222 |    200.12 |
|     9.6 |   99.9762 |    99.918 |   200.106 |
|     9.7 |   99.9921 |   99.9156 |   200.092 |
|     9.8 |   100.006 |   99.9148 |   200.079 |
|     9.9 |   100.018 |   99.9154 |   200.067 |
|      10 |   100.028 |   99.9172 |   200.055 |
|    10.1 |   100.036 |     99.92 |   200.044 |
|    10.2 |   100.043 |   99.9236 |   200.034 |
|    10.3 |   100.048 |   99.9278 |   200.024 |
|    10.4 |   100.051 |   99.9326 |   200.016 |
|    10.5 |   100.054 |   99.9377 |   200.008 |
|    10.6 |   100.055 |   99.9431 |   200.002 |
|    10.7 |   100.055 |   99.9486 |   199.996 |
|    10.8 |   100.055 |   99.9542 |   199.991 |
|    10.9 |   100.053 |   99.9596 |   199.987 |
|      11 |   100.051 |    99.965 |   199.984 |
|    11.1 |   100.049 |   99.9701 |   199.981 |
|    11.2 |   100.046 |    99.975 |   199.979 |
|    11.3 |   100.043 |   99.9796 |   199.977 |
|    11.4 |    100.04 |   99.9839 |   199.976 |
|    11.5 |   100.036 |   99.9879 |   199.976 |
|    11.6 |   100.032 |   99.9915 |   199.976 |
|    11.7 |   100.029 |   99.9947 |   199.976 |
|    11.8 |   100.025 |   99.9976 |   199.977 |
|    11.9 |   100.022 |       100 |   199.978 |
|      12 |   100.019 |   100.002 |   199.979 |
|    12.1 |   100.015 |   100.004 |    199.98 |
|    12.2 |   100.013 |   100.006 |   199.982 |
|    12.3 |    100.01 |   100.007 |   199.983 |
|    12.4 |   100.007 |   100.008 |   199.985 |
|    12.5 |   100.005 |   100.009 |   199.986 |
|    12.6 |   100.003 |   100.009 |   199.988 |
|    12.7 |   100.001 |   100.009 |   199.989 |
|    12.8 |   99.9995 |    100.01 |   199.991 |
|    12.9 |   99.9981 |    100.01 |   199.992 |
|      13 |    99.997 |   100.009 |   199.994 |
|    13.1 |    99.996 |   100.009 |   199.995 |
|    13.2 |   99.9953 |   100.009 |   199.996 |
|    13.3 |   99.9947 |   100.008 |   199.997 |
|    13.4 |   99.9943 |   100.008 |   199.998 |
|    13.5 |    99.994 |   100.007 |   199.999 |
|    13.6 |   99.9938 |   100.006 |       200 |
|    13.7 |   99.9938 |   100.006 |       200 |
|    13.8 |   99.9938 |   100.005 |   200.001 |
|    13.9 |    99.994 |   100.005 |   200.001 |
|      14 |   99.9942 |   100.004 |   200.002 |
|    14.1 |   99.9944 |   100.003 |   200.002 |
|    14.2 |   99.9948 |   100.003 |   200.002 |
|    14.3 |   99.9951 |   100.002 |   200.003 |
|    14.4 |   99.9955 |   100.002 |   200.003 |
|    14.5 |   99.9959 |   100.001 |   200.003 |
|    14.6 |   99.9963 |   100.001 |   200.003 |
|    14.7 |   99.9967 |   100.001 |   200.003 |
|    14.8 |   99.9971 |       100 |   200.003 |
|    14.9 |   99.9975 |       100 |   200.002 |
|      15 |   99.9979 |   99.9998 |   200.002 |
|    15.1 |   99.9982 |   99.9996 |   200.002 |
|    15.2 |   99.9986 |   99.9994 |   200.002 |
|    15.3 |   99.9989 |   99.9992 |   200.002 |
|    15.4 |   99.9992 |   99.9991 |   200.002 |
|    15.5 |   99.9994 |    99.999 |   200.002 |
|    15.6 |   99.9996 |    99.999 |   200.001 |
|    15.7 |   99.9999 |   99.9989 |   200.001 |
|    15.8 |       100 |   99.9989 |   200.001 |
|    15.9 |       100 |   99.9989 |   200.001 |
|      16 |       100 |   99.9989 |   200.001 |
|    16.1 |       100 |    99.999 |   200.001 |
|    16.2 |   100.001 |    99.999 |       200 |
|    16.3 |   100.001 |   99.9991 |       200 |
|    16.4 |   100.001 |   99.9991 |       200 |
|    16.5 |   100.001 |   99.9992 |       200 |
|    16.6 |   100.001 |   99.9993 |       200 |
|    16.7 |   100.001 |   99.9993 |       200 |
|    16.8 |   100.001 |   99.9994 |       200 |
|    16.9 |   100.001 |   99.9995 |       200 |
|      17 |   100.001 |   99.9995 |       200 |
|    17.1 |   100.001 |   99.9996 |       200 |
|    17.2 |   100.001 |   99.9997 |       200 |
|    17.3 |   100.001 |   99.9997 |       200 |
|    17.4 |   100.001 |   99.9998 |       200 |
|    17.5 |       100 |   99.9998 |       200 |
|    17.6 |       100 |   99.9999 |       200 |
|    17.7 |       100 |   99.9999 |       200 |
|    17.8 |       100 |       100 |       200 |
|    17.9 |       100 |       100 |       200 |
|      18 |       100 |       100 |       200 |
|    18.1 |       100 |       100 |       200 |
|    18.2 |       100 |       100 |       200 |
|    18.3 |       100 |       100 |       200 |
|    18.4 |       100 |       100 |       200 |
|    18.5 |       100 |       100 |       200 |
|    18.6 |       100 |       100 |       200 |
|    18.7 |       100 |       100 |       200 |
|    18.8 |       100 |       100 |       200 |
|    18.9 |       100 |       100 |       200 |
|      19 |       100 |       100 |       200 |
|    19.1 |       100 |       100 |       200 |
|    19.2 |   99.9999 |       100 |       200 |
|    19.3 |   99.9999 |       100 |       200 |
|    19.4 |   99.9999 |       100 |       200 |
|    19.5 |   99.9999 |       100 |       200 |
|    19.6 |   99.9999 |       100 |       200 |
|    19.7 |   99.9999 |       100 |       200 |
|    19.8 |   99.9999 |       100 |       200 |
|    19.9 |   99.9999 |       100 |       200 |
|      20 |   99.9999 |       100 |       200 |
|    20.1 |   99.9999 |       100 |       200 |
|    20.2 |   99.9999 |       100 |       200 |
|    20.3 |   99.9999 |       100 |       200 |
|    20.4 |   99.9999 |       100 |       200 |
|    20.5 |   99.9999 |       100 |       200 |
|    20.6 |       100 |       100 |       200 |
|    20.7 |       100 |       100 |       200 |
|    20.8 |       100 |       100 |       200 |
|    20.9 |       100 |       100 |       200 |
|      21 |       100 |       100 |       200 |
|    21.1 |       100 |       100 |       200 |
|    21.2 |       100 |       100 |       200 |
|    21.3 |       100 |       100 |       200 |
|    21.4 |       100 |       100 |       200 |
|    21.5 |       100 |       100 |       200 |
|    21.6 |       100 |       100 |       200 |
|    21.7 |       100 |       100 |       200 |
|    21.8 |       100 |       100 |       200 |
|    21.9 |       100 |       100 |       200 |
|      22 |       100 |       100 |       200 |
|    22.1 |       100 |       100 |       200 |
|    22.2 |       100 |       100 |       200 |
|    22.3 |       100 |       100 |       200 |
|    22.4 |       100 |       100 |       200 |
|    22.5 |       100 |       100 |       200 |
|    22.6 |       100 |       100 |       200 |
|    22.7 |       100 |       100 |       200 |
|    22.8 |       100 |       100 |       200 |
|    22.9 |       100 |       100 |       200 |
|      23 |       100 |       100 |       200 |
|    23.1 |       100 |       100 |       200 |
|    23.2 |       100 |       100 |       200 |
|    23.3 |       100 |       100 |       200 |
|    23.4 |       100 |       100 |       200 |
|    23.5 |       100 |       100 |       200 |
|    23.6 |       100 |       100 |       200 |
|    23.7 |       100 |       100 |       200 |
|    23.8 |       100 |       100 |       200 |
|    23.9 |       100 |       100 |       200 |
|      24 |       100 |       100 |       200 |
|    24.1 |       100 |       100 |       200 |
|    24.2 |       100 |       100 |       200 |
|    24.3 |       100 |       100 |       200 |
|    24.4 |       100 |       100 |       200 |
|    24.5 |       100 |       100 |       200 |
|    24.6 |       100 |       100 |       200 |
|    24.7 |       100 |       100 |       200 |
|    24.8 |       100 |       100 |       200 |
|    24.9 |       100 |       100 |       200 |
|      25 |       100 |       100 |       200 |
|    25.1 |       100 |       100 |       200 |
|    25.2 |       100 |       100 |       200 |
|    25.3 |       100 |       100 |       200 |
|    25.4 |       100 |       100 |       200 |
|    25.5 |       100 |       100 |       200 |
|    25.6 |       100 |       100 |       200 |
|    25.7 |       100 |       100 |       200 |
|    25.8 |       100 |       100 |       200 |
|    25.9 |       100 |       100 |       200 |
|      26 |       100 |       100 |       200 |
|    26.1 |       100 |       100 |       200 |
|    26.2 |       100 |       100 |       200 |
|    26.3 |       100 |       100 |       200 |
|    26.4 |       100 |       100 |       200 |
|    26.5 |       100 |       100 |       200 |
|    26.6 |       100 |       100 |       200 |
|    26.7 |       100 |       100 |       200 |
|    26.8 |       100 |       100 |       200 |
|    26.9 |       100 |       100 |       200 |
|      27 |       100 |       100 |       200 |
|    27.1 |       100 |       100 |       200 |
|    27.2 |       100 |       100 |       200 |
|    27.3 |       100 |       100 |       200 |
|    27.4 |       100 |       100 |       200 |
|    27.5 |       100 |       100 |       200 |
|    27.6 |       100 |       100 |       200 |
|    27.7 |       100 |       100 |       200 |
|    27.8 |       100 |       100 |       200 |
|    27.9 |       100 |       100 |       200 |
|      28 |       100 |       100 |       200 |
|    28.1 |       100 |       100 |       200 |
|    28.2 |       100 |       100 |       200 |
|    28.3 |       100 |       100 |       200 |
|    28.4 |       100 |       100 |       200 |
|    28.5 |       100 |       100 |       200 |
|    28.6 |       100 |       100 |       200 |
|    28.7 |       100 |       100 |       200 |
|    28.8 |       100 |       100 |       200 |
|    28.9 |       100 |       100 |       200 |
|      29 |       100 |       100 |       200 |
|    29.1 |       100 |       100 |       200 |
|    29.2 |       100 |       100 |       200 |
|    29.3 |       100 |       100 |       200 |
|    29.4 |       100 |       100 |       200 |
|    29.5 |       100 |       100 |       200 |
|    29.6 |       100 |       100 |       200 |
|    29.7 |       100 |       100 |       200 |
|    29.8 |       100 |       100 |       200 |
|    29.9 |       100 |       100 |       200 |
|      30 |       100 |       100 |       200 |
|    30.1 |       100 |       100 |       200 |
|    30.2 |       100 |       100 |       200 |
|    30.3 |       100 |       100 |       200 |
|    30.4 |       100 |       100 |       200 |
|    30.5 |       100 |       100 |       200 |
|    30.6 |       100 |       100 |       200 |
|    30.7 |       100 |       100 |       200 |
|    30.8 |       100 |       100 |       200 |
|    30.9 |       100 |       100 |       200 |
|      31 |       100 |       100 |       200 |
|    31.1 |       100 |       100 |       200 |
|    31.2 |       100 |       100 |       200 |
|    31.3 |       100 |       100 |       200 |
|    31.4 |       100 |       100 |       200 |
|    31.5 |       100 |       100 |       200 |
|    31.6 |       100 |       100 |       200 |
|    31.7 |       100 |       100 |       200 |
|    31.8 |       100 |       100 |       200 |
|    31.9 |       100 |       100 |       200 |
|      32 |       100 |       100 |       200 |
|    32.1 |       100 |       100 |       200 |
|    32.2 |       100 |       100 |       200 |
|    32.3 |       100 |       100 |       200 |
|    32.4 |       100 |       100 |       200 |
|    32.5 |       100 |       100 |       200 |
|    32.6 |       100 |       100 |       200 |
|    32.7 |       100 |       100 |       200 |
|    32.8 |       100 |       100 |       200 |
|    32.9 |       100 |       100 |       200 |
|      33 |       100 |       100 |       200 |
|    33.1 |       100 |       100 |       200 |
|    33.2 |       100 |       100 |       200 |
|    33.3 |       100 |       100 |       200 |
|    33.4 |       100 |       100 |       200 |
|    33.5 |       100 |       100 |       200 |
|    33.6 |       100 |       100 |       200 |
|    33.7 |       100 |       100 |       200 |
|    33.8 |       100 |       100 |       200 |
|    33.9 |       100 |       100 |       200 |
|      34 |       100 |       100 |       200 |
|    34.1 |       100 |       100 |       200 |
|    34.2 |       100 |       100 |       200 |
|    34.3 |       100 |       100 |       200 |
|    34.4 |       100 |       100 |       200 |
|    34.5 |       100 |       100 |       200 |
|    34.6 |       100 |       100 |       200 |
|    34.7 |       100 |       100 |       200 |
|    34.8 |       100 |       100 |       200 |
|    34.9 |       100 |       100 |       200 |
|      35 |       100 |       100 |       200 |
|    35.1 |       100 |       100 |       200 |
|    35.2 |       100 |       100 |       200 |
|    35.3 |       100 |       100 |       200 |
|    35.4 |       100 |       100 |       200 |
|    35.5 |       100 |       100 |       200 |
|    35.6 |       100 |       100 |       200 |
|    35.7 |       100 |       100 |       200 |
|    35.8 |       100 |       100 |       200 |
|    35.9 |       100 |       100 |       200 |
|      36 |       100 |       100 |       200 |
|    36.1 |       100 |       100 |       200 |
|    36.2 |       100 |       100 |       200 |
|    36.3 |       100 |       100 |       200 |
|    36.4 |       100 |       100 |       200 |
|    36.5 |       100 |       100 |       200 |
|    36.6 |       100 |       100 |       200 |
|    36.7 |       100 |       100 |       200 |
|    36.8 |       100 |       100 |       200 |
|    36.9 |       100 |       100 |       200 |
|      37 |       100 |       100 |       200 |
|    37.1 |       100 |       100 |       200 |
|    37.2 |       100 |       100 |       200 |
|    37.3 |       100 |       100 |       200 |
|    37.4 |       100 |       100 |       200 |
|    37.5 |       100 |       100 |       200 |
|    37.6 |       100 |       100 |       200 |
|    37.7 |       100 |       100 |       200 |
|    37.8 |       100 |       100 |       200 |
|    37.9 |       100 |       100 |       200 |
|      38 |       100 |       100 |       200 |
|    38.1 |       100 |       100 |       200 |
|    38.2 |       100 |       100 |       200 |
|    38.3 |       100 |       100 |       200 |
|    38.4 |       100 |       100 |       200 |
|    38.5 |       100 |       100 |       200 |
|    38.6 |       100 |       100 |       200 |
|    38.7 |       100 |       100 |       200 |
|    38.8 |       100 |       100 |       200 |
|    38.9 |       100 |       100 |       200 |
|      39 |       100 |       100 |       200 |
|    39.1 |       100 |       100 |       200 |
|    39.2 |       100 |       100 |       200 |
|    39.3 |       100 |       100 |       200 |
|    39.4 |       100 |       100 |       200 |
|    39.5 |       100 |       100 |       200 |
|    39.6 |       100 |       100 |       200 |
|    39.7 |       100 |       100 |       200 |
|    39.8 |       100 |       100 |       200 |
|    39.9 |       100 |       100 |       200 |
|      40 |       100 |       100 |       200 |
|    40.1 |       100 |       100 |       200 |
|    40.2 |       100 |       100 |       200 |
|    40.3 |       100 |       100 |       200 |
|    40.4 |       100 |       100 |       200 |
|    40.5 |       100 |       100 |       200 |
|    40.6 |       100 |       100 |       200 |
|    40.7 |       100 |       100 |       200 |
|    40.8 |       100 |       100 |       200 |
|    40.9 |       100 |       100 |       200 |
|      41 |       100 |       100 |       200 |
|    41.1 |       100 |       100 |       200 |
|    41.2 |       100 |       100 |       200 |
|    41.3 |       100 |       100 |       200 |
|    41.4 |       100 |       100 |       200 |
|    41.5 |       100 |       100 |       200 |
|    41.6 |       100 |       100 |       200 |
|    41.7 |       100 |       100 |       200 |
|    41.8 |       100 |       100 |       200 |
|    41.9 |       100 |       100 |       200 |
|      42 |       100 |       100 |       200 |
|    42.1 |       100 |       100 |       200 |
|    42.2 |       100 |       100 |       200 |
|    42.3 |       100 |       100 |       200 |
|    42.4 |       100 |       100 |       200 |
|    42.5 |       100 |       100 |       200 |
|    42.6 |       100 |       100 |       200 |
|    42.7 |       100 |       100 |       200 |
|    42.8 |       100 |       100 |       200 |
|    42.9 |       100 |       100 |       200 |
|      43 |       100 |       100 |       200 |
|    43.1 |       100 |       100 |       200 |
|    43.2 |       100 |       100 |       200 |
|    43.3 |       100 |       100 |       200 |
|    43.4 |       100 |       100 |       200 |
|    43.5 |       100 |       100 |       200 |
|    43.6 |       100 |       100 |       200 |
|    43.7 |       100 |       100 |       200 |
|    43.8 |       100 |       100 |       200 |
|    43.9 |       100 |       100 |       200 |
|      44 |       100 |       100 |       200 |
|    44.1 |       100 |       100 |       200 |
|    44.2 |       100 |       100 |       200 |
|    44.3 |       100 |       100 |       200 |
|    44.4 |       100 |       100 |       200 |
|    44.5 |       100 |       100 |       200 |
|    44.6 |       100 |       100 |       200 |
|    44.7 |       100 |       100 |       200 |
|    44.8 |       100 |       100 |       200 |
|    44.9 |       100 |       100 |       200 |
|      45 |       100 |       100 |       200 |
|    45.1 |       100 |       100 |       200 |
|    45.2 |       100 |       100 |       200 |
|    45.3 |       100 |       100 |       200 |
|    45.4 |       100 |       100 |       200 |
|    45.5 |       100 |       100 |       200 |
|    45.6 |       100 |       100 |       200 |
|    45.7 |       100 |       100 |       200 |
|    45.8 |       100 |       100 |       200 |
|    45.9 |       100 |       100 |       200 |
|      46 |       100 |       100 |       200 |
|    46.1 |       100 |       100 |       200 |
|    46.2 |       100 |       100 |       200 |
|    46.3 |       100 |       100 |       200 |
|    46.4 |       100 |       100 |       200 |
|    46.5 |       100 |       100 |       200 |
|    46.6 |       100 |       100 |       200 |
|    46.7 |       100 |       100 |       200 |
|    46.8 |       100 |       100 |       200 |
|    46.9 |       100 |       100 |       200 |
|      47 |       100 |       100 |       200 |
|    47.1 |       100 |       100 |       200 |
|    47.2 |       100 |       100 |       200 |
|    47.3 |       100 |       100 |       200 |
|    47.4 |       100 |       100 |       200 |
|    47.5 |       100 |       100 |       200 |
|    47.6 |       100 |       100 |       200 |
|    47.7 |       100 |       100 |       200 |
|    47.8 |       100 |       100 |       200 |
|    47.9 |       100 |       100 |       200 |
|      48 |       100 |       100 |       200 |
|    48.1 |       100 |       100 |       200 |
|    48.2 |       100 |       100 |       200 |
|    48.3 |       100 |       100 |       200 |
|    48.4 |       100 |       100 |       200 |
|    48.5 |       100 |       100 |       200 |
|    48.6 |       100 |       100 |       200 |
|    48.7 |       100 |       100 |       200 |
|    48.8 |       100 |       100 |       200 |
|    48.9 |       100 |       100 |       200 |
|      49 |       100 |       100 |       200 |
|    49.1 |       100 |       100 |       200 |
|    49.2 |       100 |       100 |       200 |
|    49.3 |       100 |       100 |       200 |
|    49.4 |       100 |       100 |       200 |
|    49.5 |       100 |       100 |       200 |
|    49.6 |       100 |       100 |       200 |
|    49.7 |       100 |       100 |       200 |
|    49.8 |       100 |       100 |       200 |
|    49.9 |       100 |       100 |       200 |
|      50 |       100 |       100 |       200 |
|    50.1 |       100 |       100 |       200 |
|    50.2 |       100 |       100 |       200 |
|    50.3 |       100 |       100 |       200 |
|    50.4 |       100 |       100 |       200 |
|    50.5 |       100 |       100 |       200 |
|    50.6 |       100 |       100 |       200 |
|    50.7 |       100 |       100 |       200 |
|    50.8 |       100 |       100 |       200 |
|    50.9 |       100 |       100 |       200 |
|      51 |       100 |       100 |       200 |
|    51.1 |       100 |       100 |       200 |
|    51.2 |       100 |       100 |       200 |
|    51.3 |       100 |       100 |       200 |
|    51.4 |       100 |       100 |       200 |
|    51.5 |       100 |       100 |       200 |
|    51.6 |       100 |       100 |       200 |
|    51.7 |       100 |       100 |       200 |
|    51.8 |       100 |       100 |       200 |
|    51.9 |       100 |       100 |       200 |
|      52 |       100 |       100 |       200 |
|    52.1 |       100 |       100 |       200 |
|    52.2 |       100 |       100 |       200 |
|    52.3 |       100 |       100 |       200 |
|    52.4 |       100 |       100 |       200 |
|    52.5 |       100 |       100 |       200 |
|    52.6 |       100 |       100 |       200 |
|    52.7 |       100 |       100 |       200 |
|    52.8 |       100 |       100 |       200 |
|    52.9 |       100 |       100 |       200 |
|      53 |       100 |       100 |       200 |
|    53.1 |       100 |       100 |       200 |
|    53.2 |       100 |       100 |       200 |
|    53.3 |       100 |       100 |       200 |
|    53.4 |       100 |       100 |       200 |
|    53.5 |       100 |       100 |       200 |
|    53.6 |       100 |       100 |       200 |
|    53.7 |       100 |       100 |       200 |
|    53.8 |       100 |       100 |       200 |
|    53.9 |       100 |       100 |       200 |
|      54 |       100 |       100 |       200 |
|    54.1 |       100 |       100 |       200 |
|    54.2 |       100 |       100 |       200 |
|    54.3 |       100 |       100 |       200 |
|    54.4 |       100 |       100 |       200 |
|    54.5 |       100 |       100 |       200 |
|    54.6 |       100 |       100 |       200 |
|    54.7 |       100 |       100 |       200 |
|    54.8 |       100 |       100 |       200 |
|    54.9 |       100 |       100 |       200 |
|      55 |       100 |       100 |       200 |
|    55.1 |       100 |       100 |       200 |
|    55.2 |       100 |       100 |       200 |
|    55.3 |       100 |       100 |       200 |
|    55.4 |       100 |       100 |       200 |
|    55.5 |       100 |       100 |       200 |
|    55.6 |       100 |       100 |       200 |
|    55.7 |       100 |       100 |       200 |
|    55.8 |       100 |       100 |       200 |
|    55.9 |       100 |       100 |       200 |
|      56 |       100 |       100 |       200 |
|    56.1 |       100 |       100 |       200 |
|    56.2 |       100 |       100 |       200 |
|    56.3 |       100 |       100 |       200 |
|    56.4 |       100 |       100 |       200 |
|    56.5 |       100 |       100 |       200 |
|    56.6 |       100 |       100 |       200 |
|    56.7 |       100 |       100 |       200 |
|    56.8 |       100 |       100 |       200 |
|    56.9 |       100 |       100 |       200 |
|      57 |       100 |       100 |       200 |
|    57.1 |       100 |       100 |       200 |
|    57.2 |       100 |       100 |       200 |
|    57.3 |       100 |       100 |       200 |
|    57.4 |       100 |       100 |       200 |
|    57.5 |       100 |       100 |       200 |
|    57.6 |       100 |       100 |       200 |
|    57.7 |       100 |       100 |       200 |
|    57.8 |       100 |       100 |       200 |
|    57.9 |       100 |       100 |       200 |
|      58 |       100 |       100 |       200 |
|    58.1 |       100 |       100 |       200 |
|    58.2 |       100 |       100 |       200 |
|    58.3 |       100 |       100 |       200 |
|    58.4 |       100 |       100 |       200 |
|    58.5 |       100 |       100 |       200 |
|    58.6 |       100 |       100 |       200 |
|    58.7 |       100 |       100 |       200 |
|    58.8 |       100 |       100 |       200 |
|    58.9 |       100 |       100 |       200 |
|      59 |       100 |       100 |       200 |
|    59.1 |       100 |       100 |       200 |
|    59.2 |       100 |       100 |       200 |
|    59.3 |       100 |       100 |       200 |
|    59.4 |       100 |       100 |       200 |
|    59.5 |       100 |       100 |       200 |
|    59.6 |       100 |       100 |       200 |
|    59.7 |       100 |       100 |       200 |
|    59.8 |       100 |       100 |       200 |
|    59.9 |       100 |       100 |       200 |
|      60 |       100 |       100 |       200 |
|    60.1 |       100 |       100 |       200 |
|    60.2 |       100 |       100 |       200 |
|    60.3 |       100 |       100 |       200 |
|    60.4 |       100 |       100 |       200 |
|    60.5 |       100 |       100 |       200 |
|    60.6 |       100 |       100 |       200 |
|    60.7 |       100 |       100 |       200 |
|    60.8 |       100 |       100 |       200 |
|    60.9 |       100 |       100 |       200 |
|      61 |       100 |       100 |       200 |
|    61.1 |       100 |       100 |       200 |
|    61.2 |       100 |       100 |       200 |
|    61.3 |       100 |       100 |       200 |
|    61.4 |       100 |       100 |       200 |
|    61.5 |       100 |       100 |       200 |
|    61.6 |       100 |       100 |       200 |
|    61.7 |       100 |       100 |       200 |
|    61.8 |       100 |       100 |       200 |
|    61.9 |       100 |       100 |       200 |
|      62 |       100 |       100 |       200 |
|    62.1 |       100 |       100 |       200 |
|    62.2 |       100 |       100 |       200 |
|    62.3 |       100 |       100 |       200 |
|    62.4 |       100 |       100 |       200 |
|    62.5 |       100 |       100 |       200 |
|    62.6 |       100 |       100 |       200 |
|    62.7 |       100 |       100 |       200 |
|    62.8 |       100 |       100 |       200 |
|    62.9 |       100 |       100 |       200 |
|      63 |       100 |       100 |       200 |
|    63.1 |       100 |       100 |       200 |
|    63.2 |       100 |       100 |       200 |
|    63.3 |       100 |       100 |       200 |
|    63.4 |       100 |       100 |       200 |
|    63.5 |       100 |       100 |       200 |
|    63.6 |       100 |       100 |       200 |
|    63.7 |       100 |       100 |       200 |
|    63.8 |       100 |       100 |       200 |
|    63.9 |       100 |       100 |       200 |
|      64 |       100 |       100 |       200 |
|    64.1 |       100 |       100 |       200 |
|    64.2 |       100 |       100 |       200 |
|    64.3 |       100 |       100 |       200 |
|    64.4 |       100 |       100 |       200 |
