A
t S I R
0.2575 237 114 49
0.25875 236 115 49
0.26 236 115 49
0.26125 235 116 49
0.2625 234 117 49
0.26375 234 116 50
0.265 235 116 49
0.26625 235 115 50
0.2675 234 115 51
0.26875 234 115 51
0.27 234 115 51
0.27125 234 115 51
0.2725 234 115 51
0.27375 234 115 51
0.275 234 115 51
0.27625 234 115 51
0.2775 234 115 51
0.27875 233 116 51
0.28 233 116 51
0.28125 233 116 51
0.2825 233 116 51
0.28375 233 116 51
0.285 233 116 51
0.28625 233 116 51
0.2875 232 117 51
0.28875 232 116 52
0.29 232 116 52
0.29125 231 117 52
0.2925 231 117 52
0.29375 230 117 53
0.295 230 117 53
0.29625 230 117 53
0.2975 230 116 54
0.29875 230 115 55
0.3 230 115 55
0.30125 230 115 55
0.3025 230 115 55
0.30375 230 115 55
0.305 230 115 55
0.30625 230 114 56
0.3075 230 113 57
0.30875 229 114 57
0.31 229 113 58
0.31125 228 114 58
0.3125 228 114 58
0.31375 228 113 59
0.315 227 113 60
0.31625 226 114 60
0.3175 225 114 61
0.31875 225 114 61
0.32 224 115 61
0.32125 224 114 62
0.3225 223 114 63
0.32375 223 114 63
0.325 222 115 63
0.32625 222 114 64
0.3275 222 114 64
0.32875 222 114 64
0.33 222 114 64
0.33125 221 115 64
0.3325 221 115 64
0.33375 221 115 64
0.335 220 115 65
0.33625 219 116 65
0.3375 219 116 65
0.33875 219 116 65
0.34 218 117 65
0.34125 217 117 66
0.3425 217 117 66
0.34375 217 117 66
0.345 216 118 66
0.34625 216 118 66
0.3475 216 118 66
0.34875 216 118 66
0.35 215 119 66
0.35125 216 118 66
0.3525 216 118 66
0.35375 216 118 66
0.355 216 118 66
0.35625 215 119 66
0.3575 215 119 66
0.35875 215 119 66
0.36 215 119 66
0.36125 214 120 66
0.3625 213 121 66
0.36375 212 121 67
0.365 212 121 67
0.36625 212 120 68
0.3675 212 120 68
0.36875 212 119 69
0.37 211 119 70
0.37125 211 119 70
0.3725 211 118 71
0.37375 211 117 72
0.375 211 116 73
0.37625 211 116 73
0.3775 211 116 73
0.37875 211 115 74
0.38 211 115 74
0.38125 210 115 75
0.3825 210 115 75
0.38375 210 115 75
0.385 209 116 75
0.38625 209 115 76
0.3875 209 114 77
0.38875 209 114 77
0.39 209 114 77
0.39125 209 114 77
0.3925 208 115 77
0.39375 208 114 78
0.395 207 115 78
0.39625 206 116 78
0.3975 206 116 78
0.39875 206 116 78
