A
t S I R
274.3 100.861 193.611 382.164
274.4 100.861 193.622 382.188
274.5 100.861 193.634 382.211
274.6 100.861 193.646 382.235
274.7 100.861 193.658 382.258
274.8 100.861 193.669 382.282
274.9 100.861 193.681 382.305
275 100.86 193.693 382.329
275.1 100.86 193.705 382.352
275.2 100.86 193.716 382.376
275.3 100.86 193.728 382.399
275.4 100.86 193.74 382.422
275.5 100.86 193.751 382.446
275.6 100.86 193.763 382.469
275.7 100.86 193.775 382.493
275.8 100.86 193.786 382.516
275.9 100.86 193.798 382.539
276 100.86 193.81 382.563
276.1 100.86 193.821 382.586
276.2 100.86 193.833 382.609
276.3 100.86 193.845 382.632
276.4 100.86 193.856 382.656
276.5 100.86 193.868 382.679
276.6 100.86 193.879 382.702
276.7 100.86 193.891 382.725
276.8 100.86 193.903 382.749
276.9 100.86 193.914 382.772
277 100.86 193.926 382.795
277.1 100.86 193.937 382.818
277.2 100.86 193.949 382.841
277.3 100.859 193.96 382.864
277.4 100.859 193.972 382.887
277.5 100.859 193.983 382.91
277.6 100.859 193.995 382.934
277.7 100.859 194.006 382.957
277.8 100.859 194.018 382.98
277.9 100.859 194.029 383.003
278 100.859 194.041 383.026
278.1 100.859 194.052 383.049
278.2 100.859 194.064 383.072
278.3 100.859 194.075 383.095
278.4 100.859 194.087 383.118
278.5 100.859 194.098 383.141
278.6 100.859 194.11 383.163
278.7 100.859 194.121 383.186
278.8 100.859 194.133 383.209
278.9 100.859 194.144 383.232
279 100.859 194.155 383.255
279.1 100.859 194.167 383.278
279.2 100.859 194.178 383.301
279.3 100.859 194.19 383.323
279.4 100.859 194.201 383.346
279.5 100.859 194.212 383.369
279.6 100.858 194.224 383.392
279.7 100.858 194.235 383.415
279.8 100.858 194.246 383.437
279.9 100.858 194.258 383.46
280 100.858 194.269 383.483
280.1 100.858 194.281 383.505
280.2 100.858 194.292 383.528
280.3 100.858 194.303 383.551
280.4 100.858 194.314 383.573
280.5 100.858 194.326 383.596
280.6 100.858 194.337 383.619
280.7 100.858 194.348 383.641
280.8 100.858 194.36 383.664
280.9 100.858 194.371 383.686
281 100.858 194.382 383.709
281.1 100.858 194.393 383.732
281.2 100.858 194.405 383.754
281.3 100.858 194.416 383.777
281.4 100.858 194.427 383.799
281.5 100.858 194.438 383.822
281.6 100.858 194.45 383.844
281.7 100.858 194.461 383.866
281.8 100.858 194.472 383.889
281.9 100.858 194.483 383.911
282 100.857 194.494 383.934
282.1 100.857 194.506 383.956
282.2 100.857 194.517 383.978
282.3 100.857 194.528 384.001
282.4 100.857 194.539 384.023
282.5 100.857 194.55 384.046
282.6 100.857 194.561 384.068
282.7 100.857 194.572 384.09
282.8 100.857 194.584 384.112
282.9 100.857 194.595 384.135
283 100.857 194.606 384.157
283.1 100.857 194.617 384.179
283.2 100.857 194.628 384.201
283.3 100.857 194.639 384.224
283.4 100.857 194.65 384.246
283.5 100.857 194.661 384.268
283.6 100.857 194.672 384.29
283.7 100.857 194.683 384.312
283.8 100.857 194.694 384.334
283.9 100.857 194.706 384.357
284 100.857 194.717 384.379
284.1 100.857 194.728 384.401
284.2 100.857 194.739 384.423
284.3 100.857 194.75 384.445
284.4 100.856 194.761 384.467
284.5 100.856 194.772 384.489
284.6 100.856 194.783 384.511
284.7 100.856 194.794 384.533
284.8 100.856 194.805 384.555
284.9 100.856 194.816 384.577
285 100.856 194.827 384.599
285.1 100.856 194.838 384.621
285.2 100.856 194.848 384.643
285.3 100.856 194.859 384.665
285.4 100.856 194.87 384.687
285.5 100.856 194.881 384.709
285.6 100.856 194.892 384.73
285.7 100.856 194.903 384.752
285.8 100.856 194.914 384.774
285.9 100.856 194.925 384.796
286 100.856 194.936 384.818
286.1 100.856 194.947 384.84
286.2 100.856 194.958 384.861
286.3 100.856 194.968 384.883
286.4 100.856 194.979 384.905
286.5 100.856 194.99 384.927
286.6 100.856 195.001 384.948
286.7 100.856 195.012 384.97
286.8 100.856 195.023 384.992
286.9 100.855 195.034 385.013
287 100.855 195.044 385.035
287.1 100.855 195.055 385.057
287.2 100.855 195.066 385.078
287.3 100.855 195.077 385.1
287.4 100.855 195.088 385.122
287.5 100.855 195.098 385.143
287.6 100.855 195.109 385.165
287.7 100.855 195.12 385.186
287.8 100.855 195.131 385.208
287.9 100.855 195.141 385.23
288 100.855 195.152 385.251
288.1 100.855 195.163 385.273
288.2 100.855 195.174 385.294
288.3 100.855 195.184 385.316
288.4 100.855 195.195 385.337
288.5 100.855 195.206 385.358
288.6 100.855 195.217 385.38
288.7 100.855 195.227 385.401
288.8 100.855 195.238 385.423
288.9 100.855 195.249 385.444
289 100.855 195.259 385.466
289.1 100.855 195.27 385.487
289.2 100.855 195.281 385.508
289.3 100.855 195.291 385.53
289.4 100.854 195.302 385.551
289.5 100.854 195.313 385.572
289.6 100.854 195.323 385.594
289.7 100.854 195.334 385.615
289.8 100.854 195.344 385.636
289.9 100.854 195.355 385.657
290 100.854 195.366 385.679
290.1 100.854 195.376 385.7
290.2 100.854 195.387 385.721
290.3 100.854 195.397 385.742
290.4 100.854 195.408 385.763
290.5 100.854 195.419 385.785
290.6 100.854 195.429 385.806
290.7 100.854 195.44 385.827
290.8 100.854 195.45 385.848
290.9 100.854 195.461 385.869
291 100.854 195.471 385.89
291.1 100.854 195.482 385.911
291.2 100.854 195.492 385.932
291.3 100.854 195.503 385.953
291.4 100.854 195.513 385.975
291.5 100.854 195.524 385.996
291.6 100.854 195.534 386.017
291.7 100.854 195.545 386.038
291.8 100.854 195.555 386.059
291.9 100.854 195.566 386.08
292 100.853 195.576 386.1
292.1 100.853 195.587 386.121
292.2 100.853 195.597 386.142
292.3 100.853 195.608 386.163
292.4 100.853 195.618 386.184
292.5 100.853 195.629 386.205
292.6 100.853 195.639 386.226
292.7 100.853 195.649 386.247
292.8 100.853 195.66 386.268
292.9 100.853 195.67 386.288
293 100.853 195.681 386.309
293.1 100.853 195.691 386.33
293.2 100.853 195.701 386.351
293.3 100.853 195.712 386.372
293.4 100.853 195.722 386.392
293.5 100.853 195.732 386.413
293.6 100.853 195.743 386.434
293.7 100.853 195.753 386.455
293.8 100.853 195.764 386.475
293.9 100.853 195.774 386.496
294 100.853 195.784 386.517
294.1 100.853 195.794 386.537
294.2 100.853 195.805 386.558
294.3 100.853 195.815 386.579
294.4 100.853 195.825 386.599
294.5 100.853 195.836 386.62
294.6 100.852 195.846 386.641
294.7 100.852 195.856 386.661
294.8 100.852 195.867 386.682
294.9 100.852 195.877 386.702
295 100.852 195.887 386.723
295.1 100.852 195.897 386.743
295.2 100.852 195.908 386.764
295.3 100.852 195.918 386.784
295.4 100.852 195.928 386.805
295.5 100.852 195.938 386.825
295.6 100.852 195.948 386.846
295.7 100.852 195.959 386.866
295.8 100.852 195.969 386.887
295.9 100.852 195.979 386.907
296 100.852 195.989 386.928
296.1 100.852 195.999 386.948
296.2 100.852 196.01 386.968
296.3 100.852 196.02 386.989
296.4 100.852 196.03 387.009
296.5 100.852 196.04 387.029
296.6 100.852 196.05 387.05
296.7 100.852 196.06 387.07
296.8 100.852 196.071 387.09
296.9 100.852 196.081 387.111
297 100.852 196.091 387.131
297.1 100.852 196.101 387.151
297.2 100.852 196.111 387.171
297.3 100.851 196.121 387.192
297.4 100.851 196.131 387.212
297.5 100.851 196.141 387.232
297.6 100.851 196.151 387.252
297.7 100.851 196.161 387.272
297.8 100.851 196.172 387.293
297.9 100.851 196.182 387.313
298 100.851 196.192 387.333
298.1 100.851 196.202 387.353
298.2 100.851 196.212 387.373
298.3 100.851 196.222 387.393
298.4 100.851 196.232 387.413
298.5 100.851 196.242 387.433
298.6 100.851 196.252 387.453
298.7 100.851 196.262 387.473
298.8 100.851 196.272 387.493
298.9 100.851 196.282 387.513
299 100.851 196.292 387.533
299.1 100.851 196.302 387.553
299.2 100.851 196.312 387.573
299.3 100.851 196.322 387.593
299.4 100.851 196.332 387.613
299.5 100.851 196.342 387.633
299.6 100.851 196.352 387.653
299.7 100.851 196.362 387.673
299.8 100.851 196.372 387.693
299.9 100.851 196.381 387.713
300 100.85 196.391 387.733
300.1 100.85 196.401 387.753
300.2 100.85 196.411 387.772
300.3 100.85 196.421 387.792
300.4 100.85 196.431 387.812
300.5 100.85 196.441 387.832
300.6 100.85 196.451 387.852
300.7 100.85 196.461 387.872
300.8 100.85 196.471 387.891
300.9 100.85 196.48 387.911
301 100.85 196.49 387.931
301.1 100.85 196.5 387.95
301.2 100.85 196.51 387.97
301.3 100.85 196.52 387.99
301.4 100.85 196.53 388.01
301.5 100.85 196.539 388.029
301.6 100.85 196.549 388.049
301.7 100.85 196.559 388.069
301.8 100.85 196.569 388.088
301.9 100.85 196.579 388.108
302 100.85 196.588 388.127
302.1 100.85 196.598 388.147
302.2 100.85 196.608 388.167
302.3 100.85 196.618 388.186
302.4 100.85 196.628 388.206
302.5 100.85 196.637 388.225
302.6 100.85 196.647 388.245
302.7 100.85 196.657 388.264
302.8 100.849 196.667 388.284
302.9 100.849 196.676 388.303
303 100.849 196.686 388.323
303.1 100.849 196.696 388.342
303.2 100.849 196.705 388.362
303.3 100.849 196.715 388.381
303.4 100.849 196.725 388.401
303.5 100.849 196.735 388.42
303.6 100.849 196.744 388.439
303.7 100.849 196.754 388.459
303.8 100.849 196.764 388.478
303.9 100.849 196.773 388.497
304 100.849 196.783 388.517
304.1 100.849 196.793 388.536
304.2 100.849 196.802 388.555
304.3 100.849 196.812 388.575
304.4 100.849 196.821 388.594
304.5 100.849 196.831 388.613
304.6 100.849 196.841 388.633
304.7 100.849 196.85 388.652
304.8 100.849 196.86 388.671
304.9 100.849 196.87 388.69
305 100.849 196.879 388.71
305.1 100.849 196.889 388.729
305.2 100.849 196.898 388.748
305.3 100.849 196.908 388.767
305.4 100.849 196.917 388.786
305.5 100.849 196.927 388.806
305.6 100.849 196.937 388.825
305.7 100.848 196.946 388.844
305.8 100.848 196.956 388.863
305.9 100.848 196.965 388.882
306 100.848 196.975 388.901
306.1 100.848 196.984 388.92
306.2 100.848 196.994 388.939
306.3 100.848 197.003 388.958
306.4 100.848 197.013 388.977
306.5 100.848 197.022 388.996
306.6 100.848 197.032 389.015
306.7 100.848 197.041 389.034
306.8 100.848 197.051 389.053
306.9 100.848 197.06 389.072
307 100.848 197.07 389.091
307.1 100.848 197.079 389.11
307.2 100.848 197.089 389.129
307.3 100.848 197.098 389.148
307.4 100.848 197.108 389.167
307.5 100.848 197.117 389.186
307.6 100.848 197.126 389.205
307.7 100.848 197.136 389.224
307.8 100.848 197.145 389.243
307.9 100.848 197.155 389.261
308 100.848 197.164 389.28
308.1 100.848 197.173 389.299
308.2 100.848 197.183 389.318
308.3 100.848 197.192 389.337
308.4 100.848 197.202 389.355
308.5 100.848 197.211 389.374
308.6 100.847 197.22 389.393
308.7 100.847 197.23 389.412
308.8 100.847 197.239 389.431
308.9 100.847 197.248 389.449
309 100.847 197.258 389.468
309.1 100.847 197.267 389.487
309.2 100.847 197.276 389.505
309.3 100.847 197.286 389.524
309.4 100.847 197.295 389.543
309.5 100.847 197.304 389.561
309.6 100.847 197.314 389.58
309.7 100.847 197.323 389.599
309.8 100.847 197.332 389.617
309.9 100.847 197.342 389.636
310 100.847 197.351 389.654
310.1 100.847 197.36 389.673
310.2 100.847 197.369 389.692
310.3 100.847 197.379 389.71
310.4 100.847 197.388 389.729
310.5 100.847 197.397 389.747
310.6 100.847 197.406 389.766
310.7 100.847 197.416 389.784
310.8 100.847 197.425 389.803
310.9 100.847 197.434 389.821
311 100.847 197.443 389.84
311.1 100.847 197.453 389.858
311.2 100.847 197.462 389.877
311.3 100.847 197.471 389.895
311.4 100.847 197.48 389.913
311.5 100.847 197.489 389.932
311.6 100.846 197.499 389.95
311.7 100.846 197.508 389.969
311.8 100.846 197.517 389.987
311.9 100.846 197.526 390.005
312 100.846 197.535 390.024
312.1 100.846 197.544 390.042
312.2 100.846 197.554 390.06
312.3 100.846 197.563 390.079
312.4 100.846 197.572 390.097
312.5 100.846 197.581 390.115
312.6 100.846 197.59 390.133
312.7 100.846 197.599 390.152
312.8 100.846 197.608 390.17
312.9 100.846 197.617 390.188
313 100.846 197.626 390.206
313.1 100.846 197.636 390.225
313.2 100.846 197.645 390.243
313.3 100.846 197.654 390.261
313.4 100.846 197.663 390.279
313.5 100.846 197.672 390.297
313.6 100.846 197.681 390.315
313.7 100.846 197.69 390.334
313.8 100.846 197.699 390.352
313.9 100.846 197.708 390.37
314 100.846 197.717 390.388
314.1 100.846 197.726 390.406
314.2 100.846 197.735 390.424
314.3 100.846 197.744 390.442
314.4 100.846 197.753 390.46
314.5 100.846 197.762 390.478
314.6 100.845 197.771 390.496
314.7 100.845 197.78 390.514
314.8 100.845 197.789 390.532
314.9 100.845 197.798 390.55
315 100.845 197.807 390.568
315.1 100.845 197.816 390.586
315.2 100.845 197.825 390.604
315.3 100.845 197.834 390.622
315.4 100.845 197.843 390.64
315.5 100.845 197.852 390.658
315.6 100.845 197.861 390.676
315.7 100.845 197.87 390.694
315.8 100.845 197.879 390.712
315.9 100.845 197.888 390.729
316 100.845 197.897 390.747
316.1 100.845 197.906 390.765
316.2 100.845 197.914 390.783
316.3 100.845 197.923 390.801
316.4 100.845 197.932 390.819
316.5 100.845 197.941 390.836
316.6 100.845 197.95 390.854
316.7 100.845 197.959 390.872
316.8 100.845 197.968 390.89
316.9 100.845 197.977 390.908
317 100.845 197.985 390.925
317.1 100.845 197.994 390.943
317.2 100.845 198.003 390.961
317.3 100.845 198.012 390.978
317.4 100.845 198.021 390.996
317.5 100.845 198.03 391.014
317.6 100.845 198.039 391.031
317.7 100.844 198.047 391.049
317.8 100.844 198.056 391.067
317.9 100.844 198.065 391.084
318 100.844 198.074 391.102
318.1 100.844 198.083 391.12
318.2 100.844 198.091 391.137
318.3 100.844 198.1 391.155
318.4 100.844 198.109 391.172
318.5 100.844 198.118 391.19
318.6 100.844 198.126 391.208
318.7 100.844 198.135 391.225
318.8 100.844 198.144 391.243
318.9 100.844 198.153 391.26
319 100.844 198.161 391.278
319.1 100.844 198.17 391.295
319.2 100.844 198.179 391.313
319.3 100.844 198.188 391.33
319.4 100.844 198.196 391.348
319.5 100.844 198.205 391.365
319.6 100.844 198.214 391.382
319.7 100.844 198.222 391.4
319.8 100.844 198.231 391.417
319.9 100.844 198.24 391.435
320 100.844 198.249 391.452
320.1 100.844 198.257 391.469
320.2 100.844 198.266 391.487
320.3 100.844 198.275 391.504
320.4 100.844 198.283 391.521
320.5 100.844 198.292 391.539
320.6 100.844 198.3 391.556
320.7 100.844 198.309 391.573
320.8 100.844 198.318 391.591
320.9 100.843 198.326 391.608
321 100.843 198.335 391.625
321.1 100.843 198.344 391.643
321.2 100.843 198.352 391.66
321.3 100.843 198.361 391.677
321.4 100.843 198.369 391.694
321.5 100.843 198.378 391.711
321.6 100.843 198.387 391.729
321.7 100.843 198.395 391.746
321.8 100.843 198.404 391.763
321.9 100.843 198.412 391.78
322 100.843 198.421 391.797
322.1 100.843 198.43 391.815
322.2 100.843 198.438 391.832
322.3 100.843 198.447 391.849
322.4 100.843 198.455 391.866
322.5 100.843 198.464 391.883
322.6 100.843 198.472 391.9
322.7 100.843 198.481 391.917
322.8 100.843 198.489 391.934
322.9 100.843 198.498 391.951
323 100.843 198.506 391.968
323.1 100.843 198.515 391.985
323.2 100.843 198.523 392.002
323.3 100.843 198.532 392.019
323.4 100.843 198.54 392.036
323.5 100.843 198.549 392.053
323.6 100.843 198.557 392.07
323.7 100.843 198.566 392.087
323.8 100.843 198.574 392.104
323.9 100.843 198.583 392.121
324 100.843 198.591 392.138
324.1 100.843 198.6 392.155
324.2 100.842 198.608 392.172
324.3 100.842 198.616 392.189
324.4 100.842 198.625 392.206
324.5 100.842 198.633 392.223
324.6 100.842 198.642 392.24
324.7 100.842 198.65 392.256
324.8 100.842 198.659 392.273
324.9 100.842 198.667 392.29
325 100.842 198.675 392.307
325.1 100.842 198.684 392.324
325.2 100.842 198.692 392.34
325.3 100.842 198.701 392.357
325.4 100.842 198.709 392.374
325.5 100.842 198.717 392.391
325.6 100.842 198.726 392.408
325.7 100.842 198.734 392.424
325.8 100.842 198.742 392.441
325.9 100.842 198.751 392.458
326 100.842 198.759 392.474
326.1 100.842 198.767 392.491
326.2 100.842 198.776 392.508
326.3 100.842 198.784 392.524
326.4 100.842 198.792 392.541
326.5 100.842 198.801 392.558
326.6 100.842 198.809 392.574
326.7 100.842 198.817 392.591
326.8 100.842 198.826 392.608
326.9 100.842 198.834 392.624
327 100.842 198.842 392.641
327.1 100.842 198.85 392.657
327.2 100.842 198.859 392.674
327.3 100.842 198.867 392.691
327.4 100.842 198.875 392.707
327.5 100.842 198.883 392.724
327.6 100.841 198.892 392.74
327.7 100.841 198.9 392.757
327.8 100.841 198.908 392.773
327.9 100.841 198.916 392.79
328 100.841 198.925 392.806
328.1 100.841 198.933 392.823
328.2 100.841 198.941 392.839
328.3 100.841 198.949 392.856
328.4 100.841 198.958 392.872
328.5 100.841 198.966 392.889
328.6 100.841 198.974 392.905
328.7 100.841 198.982 392.921
328.8 100.841 198.99 392.938
328.9 100.841 198.999 392.954
329 100.841 199.007 392.971
329.1 100.841 199.015 392.987
329.2 100.841 199.023 393.003
329.3 100.841 199.031 393.02
329.4 100.841 199.039 393.036
329.5 100.841 199.048 393.052
329.6 100.841 199.056 393.069
329.7 100.841 199.064 393.085
329.8 100.841 199.072 393.101
329.9 100.841 199.08 393.117
330 100.841 199.088 393.134
330.1 100.841 199.096 393.15
330.2 100.841 199.104 393.166
330.3 100.841 199.113 393.182
330.4 100.841 199.121 393.199
330.5 100.841 199.129 393.215
330.6 100.841 199.137 393.231
330.7 100.841 199.145 393.247
330.8 100.841 199.153 393.263
330.9 100.841 199.161 393.28
331 100.84 199.169 393.296
331.1 100.84 199.177 393.312
331.2 100.84 199.185 393.328
331.3 100.84 199.193 393.344
331.4 100.84 199.201 393.36
331.5 100.84 199.209 393.376
331.6 100.84 199.217 393.392
331.7 100.84 199.225 393.409
331.8 100.84 199.233 393.425
331.9 100.84 199.242 393.441
332 100.84 199.25 393.457
332.1 100.84 199.258 393.473
332.2 100.84 199.266 393.489
332.3 100.84 199.274 393.505
332.4 100.84 199.282 393.521
332.5 100.84 199.29 393.537
332.6 100.84 199.297 393.553
332.7 100.84 199.305 393.569
332.8 100.84 199.313 393.585
332.9 100.84 199.321 393.601
333 100.84 199.329 393.617
333.1 100.84 199.337 393.633
333.2 100.84 199.345 393.649
333.3 100.84 199.353 393.664
333.4 100.84 199.361 393.68
333.5 100.84 199.369 393.696
333.6 100.84 199.377 393.712
333.7 100.84 199.385 393.728
333.8 100.84 199.393 393.744
333.9 100.84 199.401 393.76
334 100.84 199.409 393.776
334.1 100.84 199.417 393.791
334.2 100.84 199.425 393.807
334.3 100.84 199.432 393.823
334.4 100.84 199.44 393.839
334.5 100.839 199.448 393.855
334.6 100.839 199.456 393.87
334.7 100.839 199.464 393.886
334.8 100.839 199.472 393.902
334.9 100.839 199.48 393.918
335 100.839 199.488 393.933
335.1 100.839 199.495 393.949
335.2 100.839 199.503 393.965
335.3 100.839 199.511 393.98
335.4 100.839 199.519 393.996
335.5 100.839 199.527 394.012
335.6 100.839 199.535 394.028
335.7 100.839 199.542 394.043
335.8 100.839 199.55 394.059
335.9 100.839 199.558 394.074
336 100.839 199.566 394.09
336.1 100.839 199.574 394.106
336.2 100.839 199.581 394.121
336.3 100.839 199.589 394.137
336.4 100.839 199.597 394.153
336.5 100.839 199.605 394.168
336.6 100.839 199.612 394.184
336.7 100.839 199.62 394.199
336.8 100.839 199.628 394.215
336.9 100.839 199.636 394.23
337 100.839 199.644 394.246
337.1 100.839 199.651 394.261
337.2 100.839 199.659 394.277
337.3 100.839 199.667 394.292
337.4 100.839 199.674 394.308
337.5 100.839 199.682 394.323
337.6 100.839 199.69 394.339
337.7 100.839 199.698 394.354
337.8 100.839 199.705 394.37
337.9 100.839 199.713 394.385
338 100.839 199.721 394.401
338.1 100.839 199.728 394.416
338.2 100.838 199.736 394.431
338.3 100.838 199.744 394.447
338.4 100.838 199.752 394.462
338.5 100.838 199.759 394.477
338.6 100.838 199.767 394.493
338.7 100.838 199.775 394.508
338.8 100.838 199.782 394.524
338.9 100.838 199.79 394.539
339 100.838 199.797 394.554
339.1 100.838 199.805 394.569
339.2 100.838 199.813 394.585
339.3 100.838 199.82 394.6
339.4 100.838 199.828 394.615
339.5 100.838 199.836 394.631
339.6 100.838 199.843 394.646
339.7 100.838 199.851 394.661
339.8 100.838 199.859 394.676
339.9 100.838 199.866 394.692
340 100.838 199.874 394.707
340.1 100.838 199.881 394.722
340.2 100.838 199.889 394.737
340.3 100.838 199.896 394.752
340.4 100.838 199.904 394.768
340.5 100.838 199.912 394.783
340.6 100.838 199.919 394.798
340.7 100.838 199.927 394.813
340.8 100.838 199.934 394.828
340.9 100.838 199.942 394.843
341 100.838 199.949 394.858
341.1 100.838 199.957 394.874
341.2 100.838 199.964 394.889
341.3 100.838 199.972 394.904
341.4 100.838 199.98 394.919
341.5 100.838 199.987 394.934
341.6 100.838 199.995 394.949
341.7 100.838 200.002 394.964
341.8 100.838 200.01 394.979
341.9 100.837 200.017 394.994
342 100.837 200.025 395.009
342.1 100.837 200.032 395.024
342.2 100.837 200.04 395.039
342.3 100.837 200.047 395.054
342.4 100.837 200.055 395.069
342.5 100.837 200.062 395.084
342.6 100.837 200.07 395.099
342.7 100.837 200.077 395.114
342.8 100.837 200.084 395.129
342.9 100.837 200.092 395.144
343 100.837 200.099 395.159
343.1 100.837 200.107 395.174
343.2 100.837 200.114 395.188
343.3 100.837 200.122 395.203
343.4 100.837 200.129 395.218
343.5 100.837 200.136 395.233
343.6 100.837 200.144 395.248
343.7 100.837 200.151 395.263
343.8 100.837 200.159 395.278
343.9 100.837 200.166 395.292
344 100.837 200.174 395.307
344.1 100.837 200.181 395.322
344.2 100.837 200.188 395.337
344.3 100.837 200.196 395.352
344.4 100.837 200.203 395.366
344.5 100.837 200.21 395.381
344.6 100.837 200.218 395.396
344.7 100.837 200.225 395.411
344.8 100.837 200.233 395.425
344.9 100.837 200.24 395.44
345 100.837 200.247 395.455
345.1 100.837 200.255 395.47
345.2 100.837 200.262 395.484
345.3 100.837 200.269 395.499
345.4 100.837 200.277 395.514
345.5 100.837 200.284 395.528
345.6 100.837 200.291 395.543
345.7 100.836 200.299 395.558
345.8 100.836 200.306 395.572
345.9 100.836 200.313 395.587
346 100.836 200.32 395.602
346.1 100.836 200.328 395.616
346.2 100.836 200.335 395.631
346.3 100.836 200.342 395.645
346.4 100.836 200.35 395.66
346.5 100.836 200.357 395.674
346.6 100.836 200.364 395.689
346.7 100.836 200.371 395.704
346.8 100.836 200.379 395.718
346.9 100.836 200.386 395.733
347 100.836 200.393 395.747
347.1 100.836 200.4 395.762
347.2 100.836 200.408 395.776
347.3 100.836 200.415 395.791
347.4 100.836 200.422 395.805
347.5 100.836 200.429 395.82
347.6 100.836 200.437 395.834
347.7 100.836 200.444 395.849
347.8 100.836 200.451 395.863
347.9 100.836 200.458 395.877
348 100.836 200.465 395.892
348.1 100.836 200.473 395.906
348.2 100.836 200.48 395.921
348.3 100.836 200.487 395.935
348.4 100.836 200.494 395.95
348.5 100.836 200.501 395.964
348.6 100.836 200.509 395.978
348.7 100.836 200.516 395.993
348.8 100.836 200.523 396.007
348.9 100.836 200.53 396.021
349 100.836 200.537 396.036
349.1 100.836 200.544 396.05
349.2 100.836 200.552 396.064
349.3 100.836 200.559 396.079
349.4 100.836 200.566 396.093
349.5 100.836 200.573 396.107
349.6 100.836 200.58 396.121
349.7 100.835 200.587 396.136
349.8 100.835 200.594 396.15
349.9 100.835 200.601 396.164
350 100.835 200.609 396.178
350.1 100.835 200.616 396.193
350.2 100.835 200.623 396.207
350.3 100.835 200.63 396.221
350.4 100.835 200.637 396.235
350.5 100.835 200.644 396.249
350.6 100.835 200.651 396.264
350.7 100.835 200.658 396.278
350.8 100.835 200.665 396.292
350.9 100.835 200.672 396.306
351 100.835 200.679 396.32
351.1 100.835 200.686 396.334
351.2 100.835 200.693 396.349
351.3 100.835 200.701 396.363
351.4 100.835 200.708 396.377
351.5 100.835 200.715 396.391
351.6 100.835 200.722 396.405
351.7 100.835 200.729 396.419
351.8 100.835 200.736 396.433
351.9 100.835 200.743 396.447
352 100.835 200.75 396.461
352.1 100.835 200.757 396.475
352.2 100.835 200.764 396.489
352.3 100.835 200.771 396.503
352.4 100.835 200.778 396.517
352.5 100.835 200.785 396.531
352.6 100.835 200.792 396.545
352.7 100.835 200.799 396.559
352.8 100.835 200.806 396.573
352.9 100.835 200.813 396.587
353 100.835 200.82 396.601
353.1 100.835 200.827 396.615
353.2 100.835 200.834 396.629
353.3 100.835 200.84 396.643
353.4 100.835 200.847 396.657
353.5 100.835 200.854 396.671
353.6 100.835 200.861 396.685
353.7 100.835 200.868 396.699
353.8 100.834 200.875 396.712
353.9 100.834 200.882 396.726
354 100.834 200.889 396.74
354.1 100.834 200.896 396.754
354.2 100.834 200.903 396.768
354.3 100.834 200.91 396.782
354.4 100.834 200.917 396.795
354.5 100.834 200.924 396.809
354.6 100.834 200.93 396.823
354.7 100.834 200.937 396.837
354.8 100.834 200.944 396.851
354.9 100.834 200.951 396.864
355 100.834 200.958 396.878
355.1 100.834 200.965 396.892
355.2 100.834 200.972 396.906
355.3 100.834 200.979 396.919
355.4 100.834 200.985 396.933
355.5 100.834 200.992 396.947
355.6 100.834 200.999 396.961
355.7 100.834 201.006 396.974
355.8 100.834 201.013 396.988
355.9 100.834 201.02 397.002
356 100.834 201.026 397.015
356.1 100.834 201.033 397.029
356.2 100.834 201.04 397.043
356.3 100.834 201.047 397.056
356.4 100.834 201.054 397.07
356.5 100.834 201.061 397.084
356.6 100.834 201.067 397.097
356.7 100.834 201.074 397.111
356.8 100.834 201.081 397.124
356.9 100.834 201.088 397.138
357 100.834 201.095 397.152
357.1 100.834 201.101 397.165
357.2 100.834 201.108 397.179
357.3 100.834 201.115 397.192
357.4 100.834 201.122 397.206
357.5 100.834 201.128 397.219
357.6 100.834 201.135 397.233
357.7 100.834 201.142 397.247
357.8 100.834 201.149 397.26
357.9 100.834 201.155 397.274
358 100.833 201.162 397.287
358.1 100.833 201.169 397.301
358.2 100.833 201.176 397.314
358.3 100.833 201.182 397.327
358.4 100.833 201.189 397.341
358.5 100.833 201.196 397.354
358.6 100.833 201.202 397.368
358.7 100.833 201.209 397.381
358.8 100.833 201.216 397.395
358.9 100.833 201.223 397.408
359 100.833 201.229 397.422
359.1 100.833 201.236 397.435
359.2 100.833 201.243 397.448
359.3 100.833 201.249 397.462
359.4 100.833 201.256 397.475
359.5 100.833 201.263 397.488
359.6 100.833 201.269 397.502
359.7 100.833 201.276 397.515
359.8 100.833 201.283 397.528
359.9 100.833 201.289 397.542
360 100.833 201.296 397.555
360.1 100.833 201.303 397.568
360.2 100.833 201.309 397.582
360.3 100.833 201.316 397.595
360.4 100.833 201.323 397.608
360.5 100.833 201.329 397.622
360.6 100.833 201.336 397.635
360.7 100.833 201.342 397.648
360.8 100.833 201.349 397.661
360.9 100.833 201.356 397.675
361 100.833 201.362 397.688
361.1 100.833 201.369 397.701
361.2 100.833 201.375 397.714
361.3 100.833 201.382 397.727
361.4 100.833 201.389 397.741
361.5 100.833 201.395 397.754
361.6 100.833 201.402 397.767
361.7 100.833 201.408 397.78
361.8 100.833 201.415 397.793
361.9 100.833 201.421 397.806
362 100.833 201.428 397.82
362.1 100.833 201.435 397.833
362.2 100.833 201.441 397.846
362.3 100.832 201.448 397.859
362.4 100.832 201.454 397.872
362.5 100.832 201.461 397.885
362.6 100.832 201.467 397.898
362.7 100.832 201.474 397.911
